tweet_text,claim
"Delivering supplies to #standingrock protest camp could warrant $1,000 fine #Humanrights #INDIGENOUS #environment https://t.co/nSFFliOP7R pic.twitter.com/wPBRz8932S — Dr. Frank Wilson (@DrFrankWilson) November 30, 2016",1
"The Sioux are literally being forced at gunpoint to accept ecological risks that North Dakota’s white residents refused. — terrycloth warrior (@suntzufuntzu) October 29, 2016",1
"Pres.-Elect Trump: Ivanka Trump Will Move Into White House ‘To Fill Melania’s Vacancy’ https://t.co/iIP4WyTYWC — Maria Schell-Cannon (@schell50) November 26, 2016",1
"Google Maps Shows “Dump Tower” When You Search For NYC’s Trump Tower https://t.co/Vor6zApJ4G pic.twitter.com/UY3BiyvsmW — BuzzFeed News (@BuzzFeedNews) November 27, 2016",1
"After most of the press had left, Spencer unleashed a tirade against Jews, women, and POC's. We caught it on tape: https://t.co/KYHrNfz8mC — Daniel Lombroso (@DanielLombroso) November 21, 2016",1
"ANTI-TRUMP AD BY CELEBRITY CRUISES 60 Million Voters NOT WANTED? ADD to #Pepsiceo #MAGA #BuildTheWall #DrainTheSwamp #PatriotsUnited pic.twitter.com/zBxl4oy96j — Buster Brown (@MightyBusterBro) November 16, 2016",1
"Found out that at least half of the protesters didn't even vote. Huh? Why are you protesting if you didn't want to vote? — Positive Learner (@PositiveLearner) November 17, 2016",1
"Smh just read an article stating more than half of protesters who got interviewed didn't even vote... lol — boolin (@TheyCallMe_DB) November 17, 2016",1
"@realDonaldTrump just like I saud 70% of the oregon protesters arrested didn't even register to vote — Betty Bastardo (@BastardoBetty) November 17, 2016",1
"NYPD just came to my house bc Rutgers Police told them i’m a threat based on political statements i’ve made on campus and on twitter. — Kevin Allred (@KevinAllred) November 16, 2016",1
"they’ve forced me to now undergo a psychiatric evaluation at the hospital. they brought me by ambulance tho i’m not under arrest technically — Kevin Allred (@KevinAllred) November 16, 2016",1
"Completed analysis of database of 180 million voter registrations. Number of non-citizen votes exceeds 3 million. Consulting legal team. — Gregg Phillips (@JumpVote) November 11, 2016",1
"We have verified more than three million votes cast by non-citizens. We are joining .@TrueTheVote to initiate legal action. #unrigged — Gregg Phillips (@JumpVote) November 13, 2016",1
"#BREAKING Texas allowed to deny birth certificates to US-born kids of undocumented parents!! https://t.co/2Wh1Zbbl4G — Lucid Hurricane™✘ (@LucidHuricane) November 12, 2016",1
"Pepsi-Cola CEO to Trump supporters ""Pepsi doesn't want your business!""  Okay then you won't get mine. #boycottpepsi pic.twitter.com/CrTwpA1cTH— USMC DI (@rbooker1029) November 15, 2016",1
"Pepsi Co. CEO to Trump  supporters: ""We don't want your business"" #BoycottPepsi ? ?? Let's watch stock go down some more ? ⬇️⬇️⬇️ pic.twitter.com/z54pG0xorz— Ex-Dem ? Latina (@terrymendozer) November 15, 2016",1
"Trump won Wisconsin by 27,000 votes. 300,000 voters were turned away by the states strict Voter ID law. There is your “rigged” election. — Dan Arel (@danarel) November 10, 2016",1
"The electoral college is a disaster for a democracy. — Donald J. Trump (@realDonaldTrump) November 7, 2012",1
"BREAKING: Yale Econ 115 professor makes midterm exam optional after students write in expressing shock about presidential election: pic.twitter.com/JQY8GFsQiV — Jon Victor (@jon_victor_) November 9, 2016",1
"Email sent to all PHYS 180 students changes tomorrow’s midterm to “take home,” as result of election @yaledailynews pic.twitter.com/Thv2kmB9UB — Ryan Gittler (@RyanGittler) November 9, 2016",1
"Noam Chomsky called this political moment 6 years ago https://t.co/YOQ2OoAPDH #Trump pic.twitter.com/hhohf2tJ5K — Indy Arts (@IndyArts) November 9, 2016",1
"Four transgender kids committed suicide last night, a fifth has been hospitalized.  Welcome to Trump's America.— Pamela Lytle (@JAG0518) November 9, 2016",1
"They said yall Obama phones cut off in January ????? gotta chill ⚰️? — Andrè//DJ Drizzy ? (@flvshy) November 9, 2016",1
"Lmfao soooooo did those Obama phones really get cut off?? This kid just posted his phone stopped working & he still had 500mins left?☠️? — BLM✨ (@blmmxo_) November 9, 2016",1
"eric trump deleted his violation of new york state law, so here it is for posterity pic.twitter.com/Y0ss1Ew5Wc — noah kulwin (@nkulw) November 8, 2016",1
"Computer scientists have apparently uncovered a covert server linking the Trump Organization to a Russian-based bank. pic.twitter.com/8f8n9xMzUU — Hillary Clinton (@HillaryClinton) November 1, 2016",1
"John Podesta confirms for us that Hillary Clinton ""rarely bathes,"" and emits an ""odor"" that smells like ""boiled cabbage, urine, and farts."" pic.twitter.com/Y9oDesjsIP — Randy Webb (@imlikefinewine) November 1, 2016",1
"10,000 new emails found on Huma Abedin and Anthony Weiner’s computer and phones. They were in a file marked “Life Insurance”. #Corruption — Morgan Brittany (@MorganBrittany4) October 29, 2016",1
"So did Huma steal 10,000 emails and saved it on her comp just in case Clinton targeted her? Hence: “life insurance” — Charlie Kirk (@charliekirk11) October 30, 2016",1
"Police warn if you get these in your trick-or-treat bag, they’re not candy. https://t.co/knBDVIOc48 pic.twitter.com/r3ygkWckjB — AJC (@ajc) October 21, 2015",1
"DEVELOPING: New headaches for VP nominee Tim Kaine as alleged mistress comes forward with tape of threats, verbal abuse. h/t @JerseyJ0E pic.twitter.com/Pd8Ltsol2x — OMFG’ngton SHITPOST (@OMFG_America) October 29, 2016",1
"@HillaryClinton ""I support women registering for the draft"" #DraftOurDaughters #Hillary2016 https://t.co/k46WHenflp pic.twitter.com/n35mweIGdB — Irredeemable (@GlkEquiped) October 28, 2016",1
"@OnMessageForHer Yeah no she just lost my vote. Like wtf?! Democrats want to DRAFT ME? I’ll vote Trump so I don’t go to war and die TYVM pic.twitter.com/TiCHA2Xrmw — Alisha Arsenault (@alishabae69) October 28, 2016",1
".@potus golf trip in 2013 cost taxpayers $3.6M dollars. https://t.co/bgokfvR9m2 #draintheswamp— Vince DeMatta (@VinceDeMatta) October 28, 2016",1
"Eric Braverman mentioned by #PodestaEmails18 ?is seeking asylum from Russia! #FollowTheMoney to find HRC scandal! https://t.co/n0BkdmWPXD pic.twitter.com/ZjZ6KcBTQx — WikiLeaks ?FF (@RhondaRoseFlora) October 25, 2016",1
"Who would have known? @peta tells us that @MichaelKors uses dogskin in the luxury bags! NEVER again MK for me. I  feel sick! Disgrace! pic.twitter.com/DZVeo0qKKB— Johanna P Altenstedt (@altenstedt) October 22, 2016",1
"@MichaelKors @womenforwomenUK ask if true your bags are made of cruel dog hides from China-pls say not true? I'd have to dump mine if it is.— Barbara Taylor (@BarbaraPTaylor) October 21, 2016",1
"@Cooki3Wongster Michael Kors leather products are not made of dog skin. The accusations that have been published are false. — Michael Kors (@MichaelKors) October 25, 2016",1
"Does anyone still believe that #VoterFraud doesn’t exist? Here we have a sample from early voting in Texas… https://t.co/8jmTt2S3hO — Logic Doesnt Lv Here (@LD_LH) October 26, 2016",1
"Bill  O'Reilly did his own poll of 25K ppl. He had University grad students call 250 people from each party's voter rolls in all 50 states pic.twitter.com/aPPXeWPc2R— MicroSpookyLeaks™ (@WDFx2EU7) October 19, 2016",1
"So has anyone else read this? What tortured idiot Soldiers is Cheryl Mills writing about? #VeteransForTrump https://t.co/FBLZz5KhLz — Deplorable Kathy (@2kschumacher) October 24, 2016",1
"Brad Pitt SHOCKS AMERICA: “I’m Tired Of Liberals Taking My Money. I’m Voting For TRUMP!” https://t.co/DF8rZ55jFC — DEPLORABLE 'MLA' (@heifer109) October 20, 2016",1
"Brad Pitt SHOCKS AMERICA: “I’m Tired Of Liberals Taking My Money. I’m Voting For TRUMP!” https://t.co/3v6e7A5Bic — michael (@switNcool) October 24, 2016",1
"Be careful when you vote in Illinois. Make sure you take the time to check your votes before submitting your… http://t.co/mOD8uxvsDl — James Moynihan (@JimMoynihan1) October 21, 2014",1
"Mail voter reminder: Due to the weight of the 2-page ballot, 67 cents postage is required to return your ballot. https://t.co/yE5Q6ARvHX pic.twitter.com/Ru23qjdO9q — SanDiegoCounty (@SanDiegoCounty) October 18, 2016",1
"Absentee ballot came today. I have to put postage on it?! That seems…unreasonable. — Dark & Stormy (@JRWStormy) September 28, 2016",1
"You can now buy hot food with EBT? President Obama is turning up for a check foo! OMG GOAT fr fr.— ❂Big ? Chune❂ (@YoursTrulyTheDj) October 19, 2016",1
"I hope Obama serious about this hot food with ebt thing ?? — NickiM? (@Lilonikaa) October 19, 2016",1
"Once again hillary proves she can't handle classified information. Gives away America's nuclear response time to the World. What an idiot! — OneUSMarineRet (@MasterGuns1313) October 20, 2016",1
"When the president gives the order to launch a nuclear weapon, that’s it. The officer has to launch. It can take as little as four minutes. — Hillary Clinton (@HillaryClinton) October 20, 2016",1
"No, @HillaryClinton did not reveal any secret about how quickly we can launch ?. This is widely known, often cited. https://t.co/3z2VQEUlDm — Joe Cirincione (@Cirincione) October 20, 2016",1
"Contrary to the horrible and untrue rumours circulating this week, Billy is very much alive and well. — Billy Ocean (@MrWongo) October 18, 2016",1
"i love working at the post office in Columbus, Ohio and ripping up absentee ballots that vote for trump — raandy (@randygdub) October 16, 2016",1
"So the people claiming the election is rigged are circulating lies to trick HRC supporters into thinking they can vote online. #nicetry — Matt Thorn (@matt_thorn_en) October 17, 2016",1
"Be wary of crap like this, folks. NO state has “online voting”. Period. This is what “rigging an election” looks like. pic.twitter.com/oPUb4v3ro6 — Matthew Ciszek (@mciszek) October 17, 2016",1
"Apparently their is a clown purge in the Lehigh valley on Oct 30th. I’m locking all my doors and windows and hibernating inside. Fuck that. — Alyssa Rae Lakatosh (@lillak2121) October 14, 2016",1
"so apparently the clowns are gunna purge the night before halloween , i can’t wait to go clown hunting — Tyler Whalon (@Whalon22) October 14, 2016",1
"BOOM! Wikileaks Confirms Hillary Sold Weapons To ISIS. https://t.co/qLXGf7QlFg— Ricardo Szemat (@ricardoszemat) October 12, 2016",1
"Just because I hold Clinton accountable doesn't mean I have ""endorsed"" Trump. They're both terrible candidates. https://t.co/zq8CZGohrc — Dr. Jill Stein (@DrJillStein) November 2, 2016",1
"People waiting to get into a Trump rally at Panama City Beach @WCTV pic.twitter.com/AAWpe4PsWe — James Buechele (@JamesBuechele) October 11, 2016",1
"Newsweek proves that WikiLeaks is leaking phony “Hillary Clinton emails” to try to hurt her https://t.co/WlPyKzeXTY— Linda K. Morse (@Kate1347) October 12, 2016",1
"Happy #NationalComingOutDay! Yesterday in a leaked email Hillary Clinton came out as a supporter of DOMA (Against gay marriage) — DEPLORABLE DANI (@NimbleNavgater) October 11, 2016",1
"@HillaryClinton Wikileaks exposed the fact that Hillary Clinton is STILL against gay marriage in private. Incredible. — Jason (@EnemyWithinn) October 11, 2016",1
"WIKILEAKS BOMBSHELL: Hillary Clinton Smeared Poor Americans, Called Them ""Bucket Of Losers"" In Paid Goldman Sachs... https://t.co/KZwlS6FeUS — Mark D. Ellis (@MarkDEllis1) October 8, 2016",1
"Clown Mask To Be Banned In USA; Wearing One Could Cost You A $50,000 Fine https://t.co/U4bCSgNesc via @thehuzlers — sweet_legacy ☯ (@sweet_legacy) October 7, 2016",1
"The snowfall this year is supposed to be ""record breaking"" so bring on the snow days this kid doesn't have to make up :)— Carter Pederson (@CarterPederson) September 8, 2014",1
"there's gonna be 10-20 times more snow than there was during last years record breaking snowfall winter— nicole (@losuitomnlisonn) September 8, 2014",1
"Today 10-3-16 Trump denigrates veterans with PTSD ""can't handle it"" #mtpol https://t.co/pWSZn53zaU — Tom Glover (@BigSkyDem) October 4, 2016",1
"Trump says veterans with PTSD are not “strong” and “can’t handle it.” This is a candidate who had a meltdown after losing a debate. — Donna Brazile (@donnabrazile) October 4, 2016",1
"Mr. President Can you use your presidential power to get @BillClinton to Do a DNA for this kid @danney_williams cause im curious about the result so does everyone else… I’m willing to pay for the test including a $20k donation on your next Campaign. Thank you Mr. @POTUS — Carl Barvensky Paul (@c_barvensky) June 17, 2018",1
"Hillary Clinton, eyes downcast, stammering: If I talked about droning Julian #Assange, ""it would have been a joke.""  pic.twitter.com/MnALounJo0 — WikiLeaks (@wikileaks) October 4, 2016",1
"?‼️?? #USA, #NewYork: Welfare Scammers - Muslims caught buying Soda with Food Stamps to sell at their store. More: https://t.co/74O8qmkW3npic.twitter.com/YfqYBpxIJJ— Onlinemagazin (@OnlineMagazin) September 30, 2016",1
"UN Demands U.S. Pay Reparations To Blacks... https://t.co/qDMzdmzx88— DRUDGE REPORT (@DRUDGE_REPORT) September 28, 2016",1
"Outrageous! The UN Has Decided The U.S. Owes Reparations To Black People For A History Of 'Racial Terrorism'  https://t.co/ZAOj0fGrJw— RedFlagNews.com (@redflagnews) September 28, 2016",1
"Clinton campaign still hasn’t responded to request for clarification on Chelsea’s claim that marijuana can kill you https://t.co/ThWiCUQspN — Tom Angell (@tomangell) September 26, 2016",1
"michael savage who has more viewers then all media alt left,is fired because he mentions hillary clintons health. 1st amendments dead,rise up — HKTK Planet (@HKTKplanet) September 28, 2016",1
"I’VE BEEN SABOTAGED ON AIR. TO DESTROY SUPPORT FOR TRUMP. MORE LATER — Michael Savage (@ASavageNation) September 26, 2016",1
"Charlotte police sergeant tells me 70% of ppl arrested last night had out of state ID: ""these are not protestors, these are criminals"" — Erin Burnett (@ErinBurnett) September 22, 2016",1
"Police in Danville, Virginia are putting the hoods of their cars up when they pull people over to block the dash cameras from filming them. pic.twitter.com/oCwQglQTXg — Shaun King (@ShaunKing) September 26, 2016",1
"https://t.co/nYxWTb7un2 How BLM treats Purple Heart decorated Korean war homeless veteran in Charlotte NC on Sept 23, 2016 — D.Walsh-Diplorable & (@LivingBigly) September 25, 2016",1
"Court makes it legal for a black man to run from the police. So glad I'm off the streets.... https://t.co/c6SwplIwVy — Austin (@austinboone50) September 22, 2016",1
